"sector_id,""sector_nombre"",""variable_id"",""actividad_producto_nombre"",""indicador"",""unidad_de_medida"",""fuente"",""frecuencia_nombre"",""cobertura_nombre"",""alcance_tipo"",""alcance_id"",""alcance_nombre"",""indice_tiempo"",""valor"""
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2018-09-01,10960.079"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2018-10-01,11686.535"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2018-11-01,11212.654"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2018-12-01,11868.803"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-01-01,11786.458"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-02-01,10459.69"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-03-01,12508.857"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-04-01,13840.232"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-05-01,14660.572"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-06-01,14046.485"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-07-01,15040.807"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-08-01,14553.108"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-09-01,13890.058"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-10-01,14550.239"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-11-01,14000.038"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2019-12-01,14788.264"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-01-01,14414.927"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-02-01,13354.385"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-03-01,15150.256"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-04-01,14737.223"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-05-01,15023.798"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-06-01,13698.469"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-07-01,14719.464"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-08-01,14803.056"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-09-01,13977.203"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-10-01,14324.473"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-11-01,13631.268"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2020-12-01,12937.112"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-01-01,12473.477"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-02-01,11161.485"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-03-01,12449.701"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-04-01,12827.834"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-05-01,12210.298"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-06-01,15713.73"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-07-01,17018.149"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-08-01,17928.683"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-09-01,17895.206"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-10-01,19329.699"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-11-01,18158.088"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2021-12-01,18469.256"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-01-01,17679.081"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-02-01,16770.491"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-03-01,18396.818"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-04-01,16018.005"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-05-01,16258.247"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-06-01,14397.742"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-07-01,15579.232"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-08-01,15321.047"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-09-01,14931.028"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-10-01,15627.755"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-11-01,14584.531"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2022-12-01,14730.261"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-01-01,14844.072"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-02-01,13198.261"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-03-01,14197.745"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-04-01,14840.644"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-05-01,15662.585"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-06-01,17410.837"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-07-01,20628.733"
"25,""Energías alternativas"",438,""Energía biogás"",""Generación"",""MWh"",""CAMMESA"",""Mensual"",""Nacional"",""PROVINCIA"",""06"",""BUENOS AIRES"",2023-08-01,21912.084"
